battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
608,0,0.5,0,0,1,24,0.7,128,1,2,491,1102,3896,5,11,2,1,0,0,2
1582,0,1,0,13,1,55,1,88,7,15,1086,606,3275,8,10,18,1,0,1,3
563,1,1.8,0,11,0,17,1,141,6,15,1789,754,431,5,17,12,1,1,1,0
1905,0,2.3,1,15,0,51,0.8,98,7,1,666,1638,737,9,11,3,0,0,0,1
1441,0,0.6,1,9,0,49,0.6,131,3,5,1507,1224,2292,6,12,16,0,1,0,2
733,1,2.9,1,4,0,20,0.8,92,6,14,493,643,3294,6,5,15,0,0,0,3
863,1,1.4,0,4,1,2,0.4,97,4,4,656,1870,1424,14,7,17,1,1,0,0
745,1,1.7,0,11,0,11,0.8,126,4,5,1054,1363,1665,5,11,18,0,1,0,1
1510,0,1,0,5,1,40,0.5,118,6,2,1912,1685,1719,12,8,4,1,0,1,2
1097,1,2.6,0,7,1,32,0.7,106,4,9,1113,1977,3638,14,16,18,1,1,0,3
1739,0,2.2,0,17,0,57,0.7,87,5,7,1851,1035,306,16,0,15,1,1,1,0
656,1,0.9,1,8,0,8,0.4,86,3,9,660,1875,1962,10,6,9,1,1,1,1
682,1,0.7,1,4,0,43,0.8,87,4,10,208,1120,1322,17,9,9,0,0,1,2
1820,1,1,0,9,1,29,0.2,171,4,13,422,730,2983,10,14,9,1,0,0,3
516,0,0.5,1,18,1,2,1,90,1,15,405,696,528,13,5,16,1,0,1,0
648,0,2.6,0,3,1,5,0.3,130,3,8,1458,811,1281,6,9,5,1,1,0,1
863,0,2,1,11,1,4,0.2,134,3,10,380,1166,1520,8,4,8,1,1,0,2
1692,0,0.8,0,17,1,62,0.3,98,1,16,1640,519,3606,7,2,10,1,1,0,3
1374,0,1.5,0,16,0,37,0.4,191,6,2,327,1900,498,10,9,8,1,1,1,0
1050,0,2.5,0,12,1,60,0.5,135,7,19,744,1010,2003,18,17,18,1,1,0,1
1266,1,1.3,1,9,0,63,0.6,109,7,18,583,691,2845,8,4,10,0,0,0,2
1021,1,1.5,0,6,0,52,0.4,140,5,13,1653,1416,3392,11,1,18,1,1,1,3
1378,1,1,0,13,1,53,0.3,115,4,6,154,1268,652,13,10,11,1,0,0,0
599,0,1.5,1,10,0,58,0.6,124,1,14,21,1517,2442,8,5,12,0,0,1,1
1374,1,0.8,0,12,0,18,0.2,107,3,15,651,1965,2885,14,13,16,1,1,0,2
1835,0,1.8,1,4,0,13,0.6,175,3,1,419,1906,2740,12,0,6,1,0,0,3
1454,1,1.9,0,10,1,7,0.3,157,4,12,1694,1508,1559,18,13,18,1,1,1,0
955,0,0.7,0,17,1,27,0.7,141,4,9,450,614,2438,6,15,17,1,0,1,1
1055,0,1.1,0,9,0,27,0.6,159,1,16,251,705,2047,7,5,9,1,1,0,2
1933,0,1.8,0,9,0,54,0.8,176,3,11,1484,1013,3250,15,17,9,1,1,0,3
1707,0,1.8,1,1,0,17,0.2,152,1,1,400,790,815,17,11,8,0,0,1,0
678,1,2.9,1,6,0,2,0.3,184,2,18,167,1793,1835,5,0,15,0,1,1,1
1013,0,1.7,0,16,1,46,0.7,146,4,16,534,1325,2271,12,5,5,1,1,0,2
1220,1,2.1,0,10,1,17,0.4,98,1,9,1511,1122,3317,17,1,18,1,0,1,3
1855,0,2.6,1,15,1,21,0.5,194,6,0,233,681,1832,8,10,18,1,0,1,0
1132,0,1.2,1,7,1,31,0.1,144,3,8,1486,1973,2661,18,12,10,1,1,0,1
990,0,1.9,0,15,0,61,0.2,170,2,13,1875,1989,2880,5,4,17,0,1,0,2
653,0,2.8,1,1,1,19,0.9,80,2,2,53,1562,3545,9,3,4,1,0,1,3
1345,1,2.5,0,14,0,16,0.6,94,5,13,206,1700,1023,12,16,10,1,0,1,0
925,0,1.4,1,14,1,27,0.4,195,5,13,525,1180,1727,7,16,19,1,0,1,1
1784,0,2.1,1,8,0,11,0.5,116,7,13,1594,876,1387,13,4,8,1,0,0,2
1871,1,1.8,1,14,0,17,0.5,140,7,10,1729,1205,3724,18,3,11,0,0,1,3
1258,1,1.5,1,14,0,61,0.6,162,5,1,1223,1182,1898,5,14,10,1,0,0,0
1724,1,1.2,0,5,1,56,0.2,199,4,10,1261,1474,1538,12,5,14,1,0,1,1
659,0,1.4,1,10,1,33,0.2,117,2,9,1282,1557,2549,9,2,3,1,1,1,2
766,1,0.9,1,12,1,12,0.6,153,1,15,1807,1210,3579,6,0,4,1,0,0,3
1525,1,0.7,0,3,0,20,0.6,147,4,6,957,1358,1391,16,4,8,1,1,0,0
1684,0,0.7,1,10,1,24,0.5,180,2,9,1633,1751,2777,11,17,19,1,1,0,1
1271,1,0.9,0,8,1,14,0.8,155,4,16,265,1854,3076,14,16,3,1,1,0,2
676,0,1.8,1,6,0,56,0.8,184,5,18,1943,625,3470,18,8,18,0,1,0,3
1892,0,1.1,1,12,0,28,0.9,187,6,5,345,1372,1603,8,17,6,1,1,0,0
1771,1,3,0,4,1,60,0.9,116,3,16,1164,1764,802,7,1,9,1,0,0,1
1405,1,2.1,1,15,0,6,1,107,2,2,59,933,2365,6,15,5,0,1,0,2
547,0,2.8,1,9,1,6,0.2,191,7,19,306,1233,3330,15,6,15,1,0,0,3
1617,0,1.6,0,9,1,28,0.1,114,5,18,1343,558,812,11,1,6,1,1,0,0
668,1,2.8,0,9,1,62,0.2,127,7,8,1,1634,403,14,15,10,1,1,1,1
1260,0,1.7,1,15,1,45,0.9,97,5,2,620,1474,2150,15,9,15,1,1,0,2
818,0,1.8,0,9,1,48,0.2,193,4,1,1783,1658,3123,11,9,2,1,0,1,3
1849,0,1.9,0,7,0,63,0.1,90,5,8,970,505,297,5,6,18,1,0,1,0
1721,1,2.9,0,17,1,7,0.6,84,3,5,1088,547,1319,10,3,5,1,1,0,1
1676,1,2.8,0,8,0,6,0.2,173,4,14,449,1784,2891,6,11,19,0,0,1,2
1632,0,0.8,0,0,1,47,0.8,86,1,9,1458,1676,3529,12,3,7,1,0,1,3
1066,0,2.8,1,5,1,40,0.5,187,6,16,1332,1098,820,13,6,19,1,1,1,0
1191,1,1.5,0,14,1,14,1,92,6,4,240,1087,1157,10,17,8,1,1,1,1
1848,0,2.2,0,0,1,26,0.2,143,5,15,1582,1185,2013,18,8,2,1,1,0,2
1427,1,1.2,0,2,0,48,0.8,146,3,4,1615,1734,3804,12,2,18,0,0,0,3
1580,0,2.2,1,10,0,32,0.4,107,1,12,1808,632,394,17,5,3,1,1,0,0
1667,0,0.7,0,0,0,35,0.8,180,4,10,1573,1857,959,18,2,8,0,0,1,1
882,0,0.7,0,13,1,55,0.1,141,2,18,773,591,1317,16,11,19,1,0,1,2
1862,1,1.6,0,7,0,22,0.9,171,1,2,1925,1467,3214,16,5,9,0,1,0,3
1787,0,1.9,1,9,1,36,0.3,169,5,6,1363,1556,886,15,10,12,1,0,1,0
1462,0,2.7,1,16,1,26,0.3,102,4,2,175,1143,2114,10,12,5,1,0,1,1
1530,0,2,1,6,1,39,0.7,99,4,17,1375,1305,1546,14,13,16,1,1,0,2
1948,0,2.4,0,11,1,24,0.4,122,7,9,1626,1547,2332,11,11,5,1,0,1,3
1371,0,0.7,1,11,0,47,0.5,185,4,7,1174,778,1341,12,3,15,1,1,0,0
1486,0,2.5,1,12,0,38,0.2,189,7,18,605,1422,2106,9,3,3,1,0,0,1
1170,0,1.3,1,5,1,57,0.8,97,3,5,1661,825,1275,16,15,12,1,0,1,2
686,1,1,1,8,1,47,0.2,179,7,2,1744,1869,3294,17,4,19,1,0,0,3
1689,1,2.5,0,2,1,62,0.3,192,7,17,1411,965,1078,17,17,11,1,0,1,0
1693,0,2.5,0,8,0,3,0.9,137,3,13,1091,1578,2106,6,7,6,1,1,0,1
1590,1,0.7,0,1,0,28,0.2,101,7,19,1356,552,3480,6,9,6,0,1,0,2
965,0,0.9,0,15,0,58,0.4,96,6,0,204,1069,3498,11,5,12,0,1,0,3
524,1,2.5,1,10,1,45,0.2,97,6,2,260,696,1617,16,17,15,1,1,1,0
856,1,1.6,0,9,0,51,0.5,102,7,0,1146,1757,1950,17,15,3,0,1,1,1
688,1,2.4,0,1,1,12,0.1,142,2,17,1679,1368,3537,18,16,3,1,0,0,2
1844,0,2.3,0,10,0,6,0.4,86,4,8,1687,752,3418,10,4,5,0,1,0,3
1484,1,1.3,1,11,0,20,1,162,2,16,1199,1596,1655,16,13,14,1,1,1,0
768,0,1.9,0,1,0,35,0.5,165,6,8,143,1849,977,13,15,18,1,1,1,1
1072,0,2,1,2,1,8,0.8,116,7,16,1516,1123,1811,13,8,19,1,0,1,2
753,1,1.4,1,0,1,40,0.4,170,2,11,983,1172,3933,17,8,9,1,0,0,3
902,0,2.8,1,17,0,48,0.9,199,2,14,977,1180,631,11,0,4,1,1,1,0
789,1,0.6,0,17,0,11,0.4,131,5,6,849,1100,1310,10,4,13,1,0,0,1
644,0,1.1,1,14,1,55,1,96,1,12,1701,1187,3689,10,13,18,1,1,0,2
1885,0,0.5,0,13,1,2,0.3,101,4,0,1829,599,2997,17,17,13,1,0,1,3
763,0,1.7,0,17,0,18,0.6,167,5,7,1372,1303,1507,18,12,12,1,0,1,0
849,1,1.4,0,11,0,31,0.4,89,5,6,907,515,1637,14,7,5,0,1,0,1
1352,0,0.6,1,14,0,10,0.3,89,6,10,226,673,1506,16,10,18,0,0,0,2
529,1,2.2,1,1,0,9,1,85,1,16,279,1583,2521,11,12,16,1,1,1,3
1707,0,1.8,0,11,1,33,0.6,88,4,9,296,1808,1308,5,14,9,1,0,1,0
505,1,2.3,1,4,1,12,0.3,86,5,15,1139,1595,937,5,16,17,1,1,1,1
1952,1,1.5,0,5,1,27,0.7,189,7,12,304,712,3639,5,8,9,1,1,1,2
1606,1,1.2,1,2,0,36,0.8,82,7,10,432,1051,3393,11,9,11,1,0,0,3
1169,0,1,1,6,1,16,0.3,176,5,1,538,619,933,7,9,3,1,1,0,0
501,1,2.1,1,12,0,32,0.8,164,6,5,1012,981,1192,8,7,14,1,0,1,1
1406,1,2.2,0,8,1,34,0.6,164,5,7,1774,1542,2376,13,3,19,1,0,1,2
647,0,1.3,0,3,0,12,0.6,167,5,2,1380,1638,3211,13,13,16,0,1,0,3
881,1,2.4,1,4,0,37,1,110,7,18,1279,1280,1072,8,8,10,0,1,0,0
941,1,1.6,1,12,0,55,0.7,155,6,0,1397,1650,2501,5,5,19,1,0,0,1
826,0,0.8,0,6,1,8,0.4,92,4,7,553,677,3669,6,15,2,1,0,1,2
987,0,1.4,1,4,1,60,0.3,194,6,10,47,1579,2767,14,14,11,1,1,0,3
1849,0,0.6,0,17,0,51,1,146,7,0,1611,1946,689,13,4,13,1,0,0,0
689,1,1.7,1,3,0,51,0.3,168,2,3,650,1313,1734,6,17,15,0,0,0,1
1896,0,2.6,1,7,0,12,0.4,120,6,7,1385,1412,3443,14,5,12,1,1,1,2
1810,1,1.5,0,10,1,22,0.6,81,1,0,1661,1740,3719,17,5,7,1,1,1,3
561,1,2.3,1,14,1,38,0.7,152,7,16,3,1662,1113,17,12,19,1,0,0,0
1167,1,0.9,0,7,1,15,0.8,85,3,8,1835,1784,2517,9,16,9,1,1,1,1
509,1,1.8,1,16,0,14,0.9,154,3,2,1088,1117,1720,13,12,9,1,1,1,2
1024,0,0.6,1,17,0,42,1,138,7,13,872,1655,3341,9,5,15,0,0,0,3
1479,1,1.1,1,5,0,14,0.8,160,1,6,417,1243,1680,13,3,13,0,1,1,0
954,1,2.6,1,3,0,17,0.2,93,2,13,1688,755,743,18,2,15,1,0,1,1
1997,0,0.8,1,15,1,47,0.4,137,5,10,1130,1462,3760,7,4,7,1,1,0,2
1566,1,1.9,0,5,0,52,0.2,150,5,15,357,1172,3831,10,13,2,1,0,0,3
1396,1,1.1,0,16,0,49,0.7,118,7,1,912,1631,1294,5,10,19,0,1,1,0
1880,1,2.1,1,0,0,58,0.6,94,5,13,1661,1145,606,11,6,6,0,1,1,1
1188,1,2.4,0,7,0,8,0.9,186,3,18,1655,956,2773,10,7,9,0,0,0,2
1925,0,1.5,0,0,0,52,0.7,91,3,10,15,1690,3425,14,13,11,0,1,0,3
601,0,0.9,0,7,1,43,0.7,181,2,0,640,1727,1870,7,12,7,1,0,1,0
938,0,2.5,1,15,0,25,0.8,95,1,0,1747,1217,2344,10,5,6,0,1,1,1
1984,0,2.4,1,0,0,26,0.6,102,6,3,1541,1696,2502,12,14,13,1,0,0,2
866,1,2.6,1,9,1,44,0.3,190,2,9,1818,1271,2728,11,2,17,1,0,0,3
1945,1,0.6,0,1,1,46,0.9,92,1,0,1300,834,355,6,11,13,1,1,1,0
1342,1,2.6,1,10,1,18,0.5,188,7,2,219,845,1918,15,12,9,1,1,0,1
692,1,2.3,1,6,1,35,1,148,5,17,1892,552,2611,14,2,17,1,1,0,2
1893,1,2.5,0,11,1,4,0.5,183,7,0,1338,910,3565,10,12,16,1,1,1,3
640,0,0.5,0,10,0,26,0.5,93,7,16,1656,729,424,13,7,13,1,1,0,0
808,0,0.6,1,17,1,63,0.2,188,3,3,1339,529,791,7,17,13,1,1,0,1
1426,1,2.6,0,2,0,57,0.2,164,1,7,978,1208,3768,11,0,17,0,0,0,2
1860,0,1.4,1,9,0,22,0.4,105,6,18,1647,1931,3245,6,17,16,0,1,0,3
623,0,0.5,1,17,0,61,0.2,152,1,10,795,942,539,12,1,5,1,0,1,0
656,1,0.7,0,7,1,32,0.2,138,5,8,552,977,506,12,3,11,1,1,0,1
744,0,0.7,0,14,1,62,0.7,168,4,15,104,956,2371,6,10,15,1,1,0,2
849,1,0.9,0,17,0,16,0.9,136,3,12,1648,1185,3803,15,13,6,1,1,1,3
1357,0,1.3,0,6,0,43,0.3,194,4,4,296,1679,1273,12,6,14,0,0,0,0
1774,1,0.5,1,8,1,43,0.4,167,6,13,1273,604,2768,9,8,19,1,1,0,1
1825,0,2,1,12,0,48,0.5,112,1,3,500,1559,2789,15,13,12,1,1,0,2
741,1,1.4,1,10,1,4,0.3,149,5,4,1822,1122,3978,8,13,12,1,1,0,3
1023,1,2.2,1,0,0,58,0.4,186,5,3,1843,1405,1332,10,10,6,1,0,1,0
908,0,2.1,1,0,1,13,0.4,121,6,2,122,1830,1373,18,5,9,1,0,0,1
1137,1,0.8,1,16,1,35,0.9,109,5,1,1668,1908,2221,5,2,11,1,0,0,2
1794,0,1.8,0,5,1,8,0.6,130,2,4,876,1668,2850,5,7,17,1,0,0,3
593,0,0.8,1,7,1,48,0.4,144,5,3,1285,1954,928,5,11,17,1,1,0,0
1773,0,1.7,0,11,0,27,0.8,81,3,0,1572,1630,1475,12,7,7,1,1,1,1
636,1,1.4,1,10,0,23,0.9,178,5,16,1374,1021,3249,5,13,18,0,0,1,2
1971,1,2.6,0,12,1,33,0.4,141,3,13,1403,1943,2919,8,13,7,1,1,0,3
1006,0,1.3,1,7,0,29,0.3,113,4,11,657,1203,1862,17,7,4,0,0,0,0
1705,1,1.6,0,12,0,8,0.4,97,4,3,334,734,1010,17,11,6,0,0,0,1
1187,0,1.1,1,6,1,2,0.1,125,1,11,1278,1802,1569,5,8,18,1,1,1,2
918,1,0.9,1,10,0,29,0.6,185,1,4,933,877,3564,12,10,18,1,1,1,3
1196,1,1.5,1,17,0,18,0.3,157,3,10,103,1203,1069,17,0,6,1,0,1,0
1319,0,2.2,0,2,0,27,0.7,105,3,12,1819,1378,548,13,4,10,0,1,1,1
732,0,1.5,0,1,0,40,0.3,135,6,1,454,1742,2238,12,2,17,1,0,1,2
1433,0,0.6,1,11,1,51,0.2,188,2,15,107,625,2878,18,5,6,1,0,0,3
1780,1,2.7,1,17,0,60,0.4,103,6,14,1008,549,857,5,9,6,0,1,0,0
622,0,1.3,0,16,1,54,0.2,181,3,13,721,636,709,13,3,17,1,1,1,1
674,1,0.6,1,4,1,26,0.9,169,5,5,331,774,1458,13,4,8,1,0,0,2
1833,0,2.6,0,0,1,40,0.3,82,6,11,914,1278,2440,6,3,14,1,1,1,3
1689,0,1.3,0,7,1,57,0.6,102,1,1,852,1767,1412,10,14,17,1,1,1,0
859,0,0.8,0,13,1,21,0.5,144,4,14,1647,1066,530,10,5,11,1,0,0,1
1725,1,1.2,1,9,0,7,0.2,168,4,3,1037,968,2007,7,15,14,0,1,0,2
996,0,2.9,1,2,0,22,1,187,5,1,1672,687,3190,16,7,5,0,1,1,3
612,0,2.9,0,2,0,13,0.9,85,1,0,1360,1787,646,6,1,14,1,0,0,0
1879,1,2.5,0,1,1,36,0.3,89,1,15,922,1454,964,5,15,17,1,1,0,1
1959,1,2.7,1,1,0,20,0.8,193,5,14,170,884,2843,16,12,2,1,1,1,2
1820,0,0.9,1,17,1,6,0.3,97,3,13,881,1101,3172,7,1,17,1,1,1,3
1527,0,2,1,10,1,16,0.4,121,3,15,1114,1801,297,17,12,18,1,0,0,0
1580,1,2.9,1,15,1,9,0.2,93,3,0,356,1460,2632,7,3,19,1,0,1,1
1130,1,2.2,1,8,1,12,0.3,93,3,15,188,1085,3224,13,8,8,1,1,1,2
605,0,0.6,1,9,1,8,0.8,86,7,3,1478,1079,2456,7,11,18,1,0,0,3
1652,0,2.5,0,14,0,6,0.5,110,2,15,702,1232,1247,12,5,2,0,1,1,0
1415,0,2.8,0,14,0,18,0.9,186,6,14,251,758,1206,8,12,3,0,0,0,1
1300,1,1.9,0,1,0,34,0.8,167,3,9,1618,1552,3216,11,9,8,0,0,1,2
1737,0,1.4,0,7,0,37,0.6,128,3,9,1013,754,3455,18,10,19,0,1,0,3
1118,0,1.6,1,4,1,12,0.8,85,3,10,1288,516,1825,10,16,2,1,0,0,0
1683,1,1.7,0,7,1,43,0.2,180,5,15,652,1864,1265,7,12,15,1,0,1,1
1837,0,2.9,1,11,0,23,1,119,6,15,888,779,1257,8,5,15,1,0,0,2
1927,1,0.5,0,12,1,50,1,127,1,11,300,515,2361,8,9,19,1,1,0,3
694,1,0.5,0,5,1,17,0.7,127,3,13,1627,1391,1917,12,13,7,1,1,0,0
1155,1,0.9,0,9,0,24,0.2,164,1,5,569,1959,1564,14,4,3,0,0,1,1
543,1,2.8,1,14,0,53,0.3,88,1,12,1826,650,1986,11,12,6,1,1,0,2
1403,0,0.8,1,11,0,9,0.6,182,6,10,69,1561,3442,15,6,9,1,0,0,3
1561,0,1.4,0,0,1,63,0.2,184,4,15,1451,1081,694,12,13,9,1,1,0,0
1028,1,2.2,1,14,0,14,0.9,127,5,14,1267,1604,475,8,8,8,1,1,1,1
1398,0,2.8,1,3,1,32,0.9,108,7,16,412,1321,2924,6,14,8,1,1,1,2
1151,1,2.3,0,3,0,9,0.7,135,3,3,745,723,3014,12,15,8,0,1,0,3
711,1,2.5,0,13,1,27,0.9,159,2,5,1301,981,1347,11,8,2,1,1,0,0
1546,0,1.1,1,13,1,56,0.6,121,7,11,631,590,2340,16,2,7,1,1,0,1
1281,1,1,1,3,1,45,0.3,106,3,10,1419,772,2610,6,2,5,1,1,1,2
1290,1,2.8,1,10,1,11,0.1,113,1,16,1157,1336,3856,9,12,2,1,1,0,3
1167,1,2.6,0,15,0,11,0.4,121,7,18,731,1088,1351,12,12,9,1,1,1,0
1753,1,0.6,1,8,0,39,0.5,90,2,11,1394,1644,2259,12,11,6,1,1,0,1
1896,0,2.3,0,12,0,47,0.8,99,6,6,1399,1606,1342,6,7,7,1,0,0,2
736,1,2.3,0,8,1,47,0.4,147,1,2,1554,1756,2388,7,6,17,1,1,1,3
1887,0,1.2,1,7,1,49,0.9,88,3,11,1747,1838,1459,9,3,6,1,1,1,0
801,1,2.5,1,0,0,33,0.4,116,1,5,1472,1482,769,13,5,12,1,0,0,1
1621,1,1.8,1,5,0,33,0.7,140,3,3,1217,1962,3181,12,16,3,0,0,0,2
942,1,1.3,1,2,0,43,0.9,148,3,19,753,1517,2809,11,16,11,0,1,1,3
1938,0,2.4,0,16,1,26,1,119,2,4,818,848,370,18,12,16,1,1,0,0
869,0,0.7,0,1,0,58,1,174,1,8,561,881,951,13,14,10,1,1,0,1
1246,0,0.6,1,17,1,24,0.8,128,6,0,1509,1095,2380,5,15,4,1,0,1,2
1156,0,2.9,0,17,0,46,0.6,176,2,12,1235,935,2567,12,12,18,1,1,0,3
1319,1,1.7,0,13,1,50,1,147,1,14,417,1300,385,15,4,7,1,0,0,0
1742,0,2.8,0,1,1,5,0.8,102,5,15,129,1225,2476,7,12,13,1,1,0,1
1726,1,2.7,1,4,1,31,0.8,146,1,17,1074,1892,1956,6,8,17,1,1,0,2
1523,0,1.7,0,6,1,9,0.7,179,2,17,188,1947,3598,17,11,15,1,1,0,3
1172,1,1.2,1,10,1,10,0.4,146,1,17,1417,1544,1528,5,6,4,1,1,0,0
538,1,2.3,0,10,1,48,0.6,150,2,5,777,1391,1340,15,9,15,1,0,0,1
1933,0,2.8,0,11,0,20,0.4,81,2,12,1876,1441,2808,5,16,5,1,1,0,2
1881,0,2.8,0,13,0,13,0.6,120,3,5,1505,1590,3286,8,7,4,1,1,1,3
1156,0,1.3,0,18,1,23,0.9,182,3,18,725,1231,1175,11,10,11,1,0,0,0
857,1,1.6,1,10,1,2,0.8,142,2,0,686,526,772,13,9,18,1,1,0,1
1403,0,2.9,0,17,0,17,0.2,165,6,18,489,1379,2183,16,3,5,1,0,1,2
535,0,1.8,0,15,1,37,0.6,165,3,19,143,1352,2459,12,12,15,1,0,1,3
762,1,1.8,1,2,0,61,0.7,153,1,11,1663,1707,664,15,8,14,0,0,1,0
1714,1,0.7,0,17,1,39,0.3,177,6,2,1147,1463,1701,8,8,19,1,1,1,1
1699,1,1,0,15,0,31,0.2,137,4,2,1005,543,2770,6,14,8,1,0,1,2
1738,0,1.3,0,8,1,3,0.6,164,4,19,874,1526,2592,13,12,13,1,1,0,3
981,1,0.5,0,11,1,36,0.5,180,4,18,1386,1428,759,17,14,2,1,0,0,0
1976,1,1.6,0,12,0,6,0.3,176,4,19,1680,1709,1735,7,3,15,0,1,1,1
1125,1,1.3,1,11,1,51,0.4,145,5,14,1020,1064,3825,10,4,9,1,1,0,2
1950,0,0.9,1,1,0,23,0.8,163,4,9,1418,1878,3530,11,14,4,1,1,1,3
1042,1,2.9,1,9,0,9,0.2,95,7,10,453,1325,895,14,8,4,0,0,1,0
947,1,2,0,13,1,26,0.2,158,5,9,1000,1893,1376,17,0,3,1,1,1,1
1980,1,2.1,0,14,0,15,0.4,147,5,9,140,1015,3568,6,11,18,0,1,1,2
1101,0,2.7,0,11,0,41,0.5,161,2,7,1419,1826,2520,13,16,5,1,0,1,3
587,1,2.2,0,5,0,17,0.2,83,2,11,890,1090,504,15,11,10,1,0,0,0
817,0,0.5,0,14,1,32,1,157,2,12,1043,816,1233,9,5,19,1,1,0,1
1552,0,0.5,1,16,1,8,0.4,159,4,14,1330,882,1241,17,5,12,1,1,0,2
1122,0,2.1,1,10,1,2,0.2,140,6,7,1519,864,2825,14,11,10,1,0,0,3
955,0,2.6,0,12,1,55,0.9,136,3,8,798,656,449,14,16,7,1,1,0,0
1974,0,0.9,1,15,1,29,0.8,117,4,6,1493,1079,2431,6,12,10,1,0,0,1
1570,0,2.4,1,12,0,9,0.5,118,2,16,1459,1651,3631,9,1,14,0,1,1,2
997,0,0.6,0,3,1,54,0.9,116,7,11,1415,776,3556,11,13,19,1,1,0,3
1351,0,1.9,1,9,1,27,0.4,142,6,0,1016,1772,1078,18,12,8,1,0,0,0
1148,1,2.9,1,9,0,54,0.1,146,3,0,1426,646,1523,7,16,10,1,1,0,1
1625,1,2.7,1,1,0,5,0.8,115,3,7,782,876,3366,14,3,10,1,0,0,2
520,1,2.3,1,0,0,46,0.6,199,4,2,688,1061,2821,12,13,4,0,1,1,3
1978,1,0.6,0,12,0,14,0.6,83,4,9,949,1423,1535,10,8,17,0,0,1,0
826,1,1.2,1,10,0,17,0.6,117,5,11,1752,1000,1798,14,8,18,0,1,0,1
1329,1,1.9,0,13,1,29,1,94,4,15,995,642,1588,6,16,7,1,1,0,2
1312,0,0.5,1,15,1,45,0.6,117,5,13,770,650,2751,16,0,16,1,1,0,3
829,0,2.9,0,15,1,52,0.6,167,7,13,638,1107,1929,18,4,9,1,1,1,0
682,1,1.4,0,4,1,39,0.6,136,6,1,1795,944,2133,16,3,15,1,0,1,1
1229,0,0.6,0,4,1,55,0.5,86,1,5,642,1819,1269,14,14,17,1,0,0,2
1334,1,0.8,1,3,0,18,0.9,176,1,15,239,651,3882,12,4,13,0,0,1,3
1813,1,2.9,1,10,0,18,0.7,131,4,4,281,1468,768,12,0,4,1,0,1,0
668,0,1.7,1,2,0,18,0.8,131,7,17,516,901,530,12,13,12,0,0,0,1
1257,0,1.4,1,4,0,46,0.1,106,3,19,136,1736,1416,7,5,10,1,0,0,2
976,0,1.8,0,8,0,18,0.6,198,4,14,1761,692,3452,14,3,6,1,1,0,3
1424,1,2.4,1,9,0,4,0.4,135,4,15,43,1510,1182,11,12,17,1,1,1,0
930,1,2,0,14,0,26,0.9,136,7,19,556,1577,2341,5,17,4,1,0,1,1
1710,0,1.6,1,10,1,12,0.2,197,6,2,941,1761,2408,13,10,2,1,1,1,2
993,1,2.5,0,9,0,50,0.2,179,4,0,1421,1748,2286,13,0,14,0,1,1,3
682,1,2.2,0,2,1,7,0.9,87,5,0,1751,776,1209,10,9,4,1,1,1,0
835,0,2.4,0,12,1,38,0.7,150,4,16,1892,1668,2073,17,9,14,1,0,1,1
939,1,1.2,1,7,1,63,0.4,146,4,3,39,1751,3129,12,9,9,1,0,0,2
775,1,2.1,0,10,0,44,0.9,117,1,10,1678,1013,2359,17,15,4,1,0,0,3
1645,1,1.6,0,4,1,24,0.3,124,6,7,1248,1600,333,14,16,6,1,1,0,0
1975,0,1.5,0,13,0,63,0.8,138,4,1,468,1959,2209,13,13,5,1,0,0,1
764,0,1,1,12,0,19,0.7,146,2,14,1948,1923,1469,12,10,9,0,1,1,2
634,1,0.6,1,7,0,36,0.6,134,2,2,572,701,3744,14,16,4,1,0,1,3
1679,1,1.9,1,14,0,39,0.7,152,5,10,733,1152,601,5,11,9,0,1,0,0
1020,0,0.6,1,8,1,3,0.2,195,2,11,544,730,872,15,16,5,1,1,1,1
1047,0,1.5,1,3,0,25,0.3,158,1,1,1852,1925,3213,12,9,4,1,0,0,2
1020,1,1.2,1,11,0,7,0.9,171,2,9,161,1498,2595,9,2,14,0,0,1,3
573,1,2.8,1,10,1,54,0.3,83,5,12,930,1786,536,16,4,8,1,0,1,0
1398,1,2,1,2,1,48,0.3,96,3,8,1338,1453,2460,18,5,19,1,0,0,1
1688,0,2.2,0,13,1,10,0.2,112,5,19,1845,1114,3493,12,15,15,1,1,1,2
1278,0,1.9,0,14,1,62,1,81,7,9,1558,899,3149,7,3,13,1,0,0,3
581,0,0.9,0,5,1,27,0.4,191,5,15,258,1780,1803,15,17,16,1,0,1,0
933,1,1.2,0,9,1,51,0.1,99,6,14,319,665,1626,8,5,4,1,1,0,1
517,1,2.1,0,6,1,58,0.3,88,1,4,1640,1623,2470,8,16,19,1,1,1,2
1243,1,1.4,0,12,0,36,0.8,97,6,18,202,724,3136,5,17,10,1,0,1,3
1770,0,2.5,0,3,1,51,0.4,116,1,6,1787,1713,493,17,10,3,1,0,1,0
1062,0,2.8,1,2,1,6,0.4,114,3,13,66,1562,2369,16,16,16,1,1,0,1
1142,1,2,0,2,1,3,0.7,96,7,4,1914,1940,1239,18,14,15,1,0,1,2
1665,0,1.3,0,11,1,34,0.2,112,3,11,1553,880,3652,10,7,2,1,1,0,3
1874,0,1.8,1,1,1,29,0.6,178,1,19,1365,1386,1870,16,9,5,1,0,1,0
